id,callsign,flightNumber,originIcao,destinationIcao,alternateIcao,atcRoute,aircraftTitle,aircraftDirectory,aircraftRegistration,aircraftIcao,aircraftCategory,distance_travelled_km,state,offBlocksTime,onBlocksTime,realBlockTime,effectiveBlockTime,realFlightTime,effectiveFlightTime,fuelBurn,plannedBlockTime,plannedFlightTime,plannedPax,plannedCargo,plannedAltitude,createdAt,dateTimeParseDate,dateTimeParseTime,dateDayOfWeek,dateTimeParseFull,countryOrigin,muniOrigin,countryDestination,muniDestination,DOWactivity,originIata,destinationIata
dd91172f-38fc-4936-9991-432c302297c9,DAL346,DL346,KBOS,KORD,KIND,HYLND6 HYLND DCT CAM Q822 FNT WYNDE2,Airbus A321neo Delta (N521DT),aircrafta321neopw,N521DT,A21N,Medium,1549.15088,Completed,2023-04-09T23:04:09.108,2023-04-10T01:12:38.107,7708.999,7708.999,7254,7254,3822.77147,9600,8040,201,7476,36000,2023-04-09T22:58:51.159657,10/04/2023,09:58:51,Mon,10/04/2023 09:58:51,US,Boston,US,Chicago,U,BOS,ORD
65f55ca9-bd69-4995-90a1-dd3833944dbe,CODE1,None,VVNB,WMKK,WMKM,TINL1B NAH N639 PNH M753 ENREP M763 TAXUL Y349 PULIP KIDO1P,Salty 747-8i ROK Air Force One 2022,Salty_B747_8i,22001,B748,Heavy,2441.52345,Completed,2022-08-14T23:03:15.667,2022-08-15T01:15:00.653,7904.986,7904.986,7386,7386,28491.3224,11400,10241,185,19615,37000,2022-08-14T22:57:48.484789,15/08/2022,09:57:48,Mon,15/08/2022 09:57:48,VN,Hanoi (Soc Son),MY,Sepang,U,HAN,KUL
120940e1-a525-4024-9843-2a06249ac128,IAF07,None,KABQ,KSEA,KPDX,LARGO3 RSK DCT TCH DCT TWF DCT PDT CHINS4,Boeing 777-300ER India Force One K7066,CS_B777-300ER_GE115B,,B773,Heavy,1961.41374,Completed,2022-10-07T20:13:04.832,2022-10-07T22:23:38.833,7834.001,7834.001,7533.999,7533.999,17417.1621,11100,9547,0,44000,37000,2022-10-07T20:07:53.150068,08/10/2022,07:07:53,Sat,08/10/2022 07:07:53,US,Albuquerque,US,Seattle,W,ABQ,SEA
7e030957-9896-4df3-ba53-034959f4cfba,AAL371,AA371,MMMY,KPHX,KTUS,MTY6A MTY DCT MOV UJ15 XOXIL DCT KA90W DCT KEYLO J141 ELP DCT DRRVR PINNG1,Airbus A319 CFM American,A319ceoCFM,N704US,A319,Medium,1554.91384,Completed,2023-03-16T21:24:05.184,2023-03-16T23:48:21.184,8656,8656,8199,8199,5255.31896,9900,7917,100,5500,38000,2023-03-16T21:16:26.630463,17/03/2023,08:16:26,Fri,17/03/2023 08:16:26,MX,Ciudad de Apodaca,US,Phoenix,W,MTY,PHX
41ba62f8-6351-48ee-a079-f8ed67be5fb6,ACA92,AC92,CYXE,CYVR,CYQQ,DCT OVATA DCT BORIX DCT SPRAE DCT BOOTH CANUC5,Boeing 787-10 Air Canada,Asobo_B787_10,C-FRSE,B78X,Heavy,1225.41516,Completed,2022-10-05T20:23:10.617,2022-10-05T22:11:41.618,6511.001,6511.001,6039.999,6039.999,11671.1083,8400,6389,0,50000,38000,2022-10-05T20:19:58.449027,06/10/2022,07:19:58,Thu,06/10/2022 07:19:58,CA,Saskatoon,CA,Vancouver,M,YXE,YVR
00735ceb-1709-43b9-976e-aa926cceed58,LNI791,JT791,WAHI,WIMM,WIDD,CLP2G CLP W17 BND W11 CKG T10 AKPER AKPE1A,Airbus A330-900neo LION LEI,Headwind_A330neo,PK-LEI,A339,Heavy,1887.59683,Completed,2023-04-11T02:58:23.346,2023-04-11T05:22:50.345,8666.999,8666.999,8040.001,8040.001,13023.8015,10500,8317,264,19280,38000,2023-04-11T02:51:37.660971,11/04/2023,13:51:37,Tue,11/04/2023 13:51:37,ID,Yogyakarta,ID,Bandara Kuala Namu,U,YIA,KNO
273fcb3d-50df-4083-aa06-853a7aaab50a,CEB272,5J272,RPLL,VHHH,VMMC,SIRC2R SIRCA L628 DOSUS W3 AKOTA A583 SABNO V542 BETTY BETY2A,Airbus A330-900neo Cebu Pacific,Headwind_A330neo,RP-C3900,A339,Heavy,1330.38537,Completed,2022-04-30T04:14:50.938,2022-04-30T06:07:59.937,6788.999,6788.999,6416.002,6416.002,8706.22458,8100,6386,0,37600,37000,2022-04-30T04:11:19.184826,30/04/2022,15:11:19,Sat,30/04/2022 15:11:19,PH,Manila,HK,Islands,W,MNL,HKG
6b9cde1a-6c64-4e5b-b647-92f07827b258,AAL361,AA361,KMIA,MMUN,MMMD,DCT CANOA UB879 NOSAT NOSA1B,Airbus A330-900neo American Airlines,Headwind_A330neo,N294AY,A339,Heavy,927.692038,Completed,2023-02-17T21:27:43.672,2023-02-17T22:55:51.672,5281.00476,5281.00476,4715.00476,4715.00476,7893.45686,6900,4837,210,16200,36000,2023-02-17T12:09:03.785588,17/02/2023,23:09:03,Fri,17/02/2023 23:09:03,US,Miami,MX,Ciudad de Cancún,H,MIA,CUN
aa5c4b34-11a1-429d-807b-a02250761f33,VOI661,Y4661,MMUN,MMMX,MMTM,UDGU1A UDGUV UJ84 CZA UT20 UBVOV UT101 ENAGA ENAG1A,Airbus A321Neo Volaris2,aircrafta321neopw,N536VL,A21N,Medium,1409.78748,Completed,2022-10-18T20:25:53.671,2022-10-18T22:29:52.671,7439,7439,6739.999,6739.999,4421.63003,9000,7152,174,7350,36000,2022-10-18T20:21:44.852417,19/10/2022,07:21:44,Wed,19/10/2022 07:21:44,MX,Ciudad de Cancún,MX,Ciudad de México,H,CUN,MEX
c1afe6ac-96fd-43b2-b0d9-30ed6ec813cd,SAS962,SK962,ESSA,ENBR,ENAL,ARS5G ARS N623 IBGAX DCT EBURI N623 PESUR PESU3N,FBW Airbus A320 Neo SAS,FlyByWire_A320_NEO,SE-RUB,A20N,Medium,819.037964,Completed,2022-07-06T07:16:25.208,2022-07-06T08:39:10.207,4964.999,4964.999,4315,4315,2590.06819,6600,4472,0,15400,36000,2022-07-06T07:12:30.232012,06/07/2022,18:12:30,Wed,06/07/2022 18:12:30,SE,Stockholm,NO,Bergen,H,ARN,BGO
f35aed92-8f1c-4b0f-9284-f1e565edcf9c,GIA841,GA841,WADD,WIII,WIHH,OKAN1A OKANG T4 FARIZ T6 KURUS KURU2E,Boeing 777-300ER Garuda Retro,CS_B777-300ER_GE115B,PK-GIK,B773,Heavy,1254.75586,Completed,2022-07-10T06:37:04.826,2022-07-10T08:11:50.826,5686,5686,5335.997,5335.997,10325.8993,7200,5494,0,66100,34000,2022-07-10T06:30:19.22559,10/07/2022,17:30:19,Sun,10/07/2022 17:30:19,ID,Denpasar,ID,Jakarta,H,DPS,CGK
c4865bd9-ab19-4c61-92f5-6bcd31612aec,KAF41E,None,RCTP,RPVM,RPMD,TINH1B TINHO B591 GID Q11 POTIB M646 LAO B462 IPATA W25 BATAY BATA3P,FBW Airbus A320 Neo ROKAF KC-330,FlyByWire_A320_NEO, ,A20N,Medium,1954.50791,Completed,2022-07-21T01:29:17.203,2022-07-21T04:04:41.204,9324.001,9324.001,8737.7,8737.7,4941.82232,10200,8985,60,7497,36000,2022-07-21T01:26:57.498905,21/07/2022,12:26:57,Thu,21/07/2022 12:26:57,TW,Taoyuan (Dayuan),PH,Lapu-Lapu City,M,TPE,CEB
ff54bdd4-22f2-44ac-ac1a-c969337b1878,EJA94,1I94,SKBO,MHTG,MZBZ,TOBK1R VASIL UW36 DAKMO UM549 TBG UA317 MGA UA502 LIBIS LIBIS1,Airbus A320 Neo NetJets (A32NX Converted),FlyByWire_A320_NEO,N320QS,A20N,Medium,1969.23013,Completed,2022-09-13T21:06:43.556,2022-09-13T23:48:27.546,9703.99,9703.99,9100.998,9100.998,4560.47922,11100,8993,25,5624,38000,2022-09-13T21:01:06.91678,14/09/2022,08:01:06,Wed,14/09/2022 08:01:06,CO,Bogota,HN,Tegucigalpa,U,BOG,TGU
3e644794-6b08-4f0a-b141-72a3bdeb21fb,ASY31,None,YBBN,YSSY,YSCB,SANEG1 SANEG H91 CORKY H12 BOREE BORE3A,PMDG 737-700BBJ RAAF [A36-001 - 2022],PMDG 737-700BBJ,A36-001,B737,Medium,778.973575,Completed,2022-07-09T22:11:14.791,2022-07-09T23:36:18.792,5104.001,5104.001,4401.001,4401.001,2857.71359,6300,4315,20,4499,38000,2022-07-09T22:06:39.300877,10/07/2022,09:06:39,Sun,10/07/2022 09:06:39,AU,Brisbane,AU,Sydney,H,BNE,SYD
77f0d0b3-9134-4772-a784-e279935eef65,QFA421,QF421,YBBN,YMML,YMAV,SANEG1 SANEG Q923 CANTY H119 ARBEY ARBE6A,Airbus A330-900neo Qantas,Headwind_A330neo,VH-QPV,A339,Heavy,1459.96324,Completed,2023-02-12T19:21:38.301,2023-02-12T21:32:17.425,7839.124,7839.124,7175.001,7175.001,11738.9508,9300,7235,220,16400,37000,2023-02-12T19:15:06.129702,13/02/2023,06:15:06,Mon,13/02/2023 06:15:06,AU,Brisbane,AU,Melbourne,H,BNE,MEL
9fbc3fa1-5e8a-43aa-9235-7ab5d218582c,AFR8271,AF8271,LTFM,LDZA,LOWW,VADE3D VADEN L610 UTEKA DCT SMI DCT VBA VBA2Y,Boeing B777-200F Air France Cargo 2021 F-GUOB,CS_B777F_GE110B1,F-GUOB,B772,Heavy,1270.45023,Completed,2022-09-28T10:56:11.604,2022-09-28T12:57:29.591,7277.987,7277.987,6754.001,6754.001,10044.7293,8100,6099,0,60000,34000,2022-09-28T10:54:46.781585,28/09/2022,21:54:46,Wed,28/09/2022 21:54:46,TR,"Arnavutköy, Istanbul",HR,Zagreb,U,IST,ZAG
b1a3f8df-5103-4f92-a60c-7938378b0d68,P4XTL,P4XTL,LPMA,LPPT,LPFR,DEGU1W DEGUN DCT NARTA DCT UNPOT UNPO5K,Boeing 777-200ER CRYSTAL,CS_B777-200ER_GE90B,‏‏‎,B772,Heavy,999.767556,Completed,2022-04-25T05:02:06.625,2022-04-25T06:45:07.625,6181,6181,5754.002,5754.002,7610.19748,6600,4743,0,30000,36000,2022-04-25T04:55:45.960086,25/04/2022,15:55:45,Mon,25/04/2022 15:55:45,PT,Funchal,PT,Lisbon,U,FNC,LIS
890c045d-fab0-4a0d-8fea-7a0591ed7c49,HAL3718,HA3718,PHNL,PKMJ,ANYN,OPIHI3 CHOKO R584 MCFLY DCT 15N170W 10N180E DCT EFAHU DCT,Airbus A321neo HAWAIIAN N202HA - PW,aircrafta321neopw,N202HA,A21N,Medium,3852.37399,Completed,2023-03-25T21:56:59.233,2023-03-26T00:54:50.232,10670.999,10670.999,10205.001,10205.001,10291.3774,19800,19045,180,7500,37000,2023-03-25T21:55:36.83451,26/03/2023,08:55:36,Sun,26/03/2023 08:55:36,US,Honolulu,MH,Majuro Atoll,F,HNL,MAJ
709f34c7-0d62-4c38-a1df-d0c60d82bccd,GIA433,GA433,WADL,WIII,WIHH,TANJ2A AGUNG W43 SBR T2 LASEM W16 IMU IMU2G,Airbus A330-900neo Garuda,Headwind_A330neo,PK-GHG,A339,Heavy,1171.60929,Completed,2022-04-28T23:30:48.781,2022-04-29T01:09:05.776,5896.995,5896.995,5411.074,5411.074,8101.24263,7800,5544,0,37600,35000,2022-04-28T23:23:05.37319,29/04/2022,10:23:05,Fri,29/04/2022 10:23:05,ID,Mataram,ID,Jakarta,W,LOP,CGK
a9153ee4-6dda-48cc-8644-9e52a8db3147,HVN241,VN241,WMKK,VVTS,VVCR,PIBO1C PIBOS R208 IGARI M765 BITOD L637 BITIS BITI1B,Airbus A320 Neo Vietnam Airlines (A32NX Converted),FlyByWire_A320_NEO,VN-A513,A20N,Medium,1215.269,Completed,2022-05-30T07:40:11.594,2022-05-30T09:25:42.594,6331,6331,5859.999,5859.999,3604.69435,7500,5827,0,19500,35000,2022-05-30T07:33:34.634012,30/05/2022,18:33:34,Mon,30/05/2022 18:33:34,MY,Sepang,VN,Ho Chi Minh City,H,KUL,SGN
7bf36cef-fb8a-47d1-9315-daf25137a31e,LNI214,JT214,WARR,WIMM,WMKK,LASE5F LASEM M766 TKG W21 PLB W12 MEDIA MEDI2C,Airbus A330-900neo LION LEI,Headwind_A330neo,PK-LEI,A339,Heavy,2240.06652,Completed,2022-07-04T03:16:49.522,2022-07-04T04:53:05.512,5775.99,5775.99,5197.999,5197.999,16577.5139,11400,9527,0,41800,37000,2022-07-04T03:15:08.327978,04/07/2022,14:15:08,Mon,04/07/2022 14:15:08,ID,Surabaya,ID,Bandara Kuala Namu,H,SUB,KNO
09c32c16-d243-4c95-bb14-9066cf541d24,GIA72B,GA72B,WAEE,WADD,WADL,TELE1D TELES A450 LIPOT,PMDG 737-700 Garuda Indonesia (PK-GNG- 2022),PMDG 737-700,PK-GNG,B737,Medium,4572.04275,Completed,2022-05-18T07:51:23.831,2022-05-18T10:38:19.831,10016,10016,9519.999,9519.999,6274.59943,10500,8865,115,7917,36000,2022-05-18T07:33:49.573732,18/05/2022,18:33:49,Wed,18/05/2022 18:33:49,ID,Sango,ID,Denpasar,M,TTE,DPS
b5a59195-e4e2-4c3d-a82c-fde24c65b90f,N251SB,None,SCAR,SEQM,SELT,DCT VAGUR A568 DEVUR UP408 VURIS DCT TIPLU DCT,Airbus A320 Neo US Navy P8 Poseidon 8K (A32NX Converted),FlyByWire_A320_NEO,‎,A20N,Medium,2441.21046,Completed,2022-08-03T21:45:44.451,2022-08-04T01:16:32.441,12253.0021,12253.0021,11609.0131,11609.0131,6265.39135,12600,11037,50,7247,36000,2022-08-03T21:43:58.062205,04/08/2022,08:43:58,Thu,04/08/2022 08:43:58,CL,Arica,EC,Quito,M,ARI,UIO
b761177e-5d73-47f3-a471-538c727cdfde,QAF1K,None,LEPA,LPPT,LESA,EPAM2R EPAMA UN733 CJN UN975 CCS DCT ELVAR DCT EXONA DCT,,,A7-HHE,B748,Heavy,1144.1878,Completed,2022-09-13T07:07:18.237,2022-09-13T08:51:35.237,6257,6257,5666.999,5666.999,15885.7368,7500,5788,0,28000,38000,2022-09-13T07:04:46.419741,13/09/2022,18:04:46,Tue,13/09/2022 18:04:46,ES,Palma de Mallorca,PT,Lisbon,U,PMI,LIS
9ba5f4eb-b854-417f-b633-8c0f39b67c3c,VPCZW,None,KJAC,KTVL,KSMF,ALPIN2 KICNE DCT IDA DCT PARZZ DCT BAM J32 FMG DCT,PMDG 737-700BBJ Wuleen Investment Corp (VP-CZW | 2015),PMDG 737-700BBJ,VP-CZW,B737,Medium,1000.38434,Completed,2022-08-30T22:00:04.043,2022-08-30T23:35:13.042,5708.999,5708.999,5265.999,5265.999,3096.5819,7500,5252,15,2374,38000,2022-08-30T21:56:38.129703,31/08/2022,08:56:38,Wed,31/08/2022 08:56:38,US,Jackson,US,South Lake Tahoe,U,JAC,TVL
d89a9f9c-c3c3-4192-90a4-ceeb159cebd7,UAL411,UA411,KJAC,KSFO,KSMF,ALPIN2 KICNE DCT PARZZ Q138 FIMUV DCT LEGGS BDEGA3,Airbus A321neo United Airlines 2019 N321UA,A321neoLEAP,N321UA,A21N,Medium,1354.63145,Completed,2022-10-22T20:01:51.865,2022-10-22T22:05:54.864,7442.999,7442.999,7059.001,7059.001,4149.74897,8700,7232,174,6350,36000,2022-10-22T19:57:05.272953,23/10/2022,06:57:05,Sun,23/10/2022 06:57:05,US,Jackson,US,San Francisco,H,JAC,SFO
d72db5b8-8724-4e78-bed3-fb31a808bb1c,BAH1A,BAH1A,WADD,VTSP,VTST,DCT UDONO M635 RAFIS DCT TPG A464 SJ G579 VJB R325 OSVIP DCT,Bahrain Royal Boeing 767-400ER,CS_B767-400ER_CF6,A9C-HMH,B764,Heavy,2698.81642,Completed,2022-04-24T02:52:50.756,2022-04-24T06:18:15.747,12324.991,12324.991,11653.998,11653.998,12264.3599,14400,11611,0,30000,36000,2022-04-24T02:43:34.176853,24/04/2022,13:43:34,Sun,24/04/2022 13:43:34,ID,Denpasar,TH,Phuket,F,DPS,HKT
b22362d2-611d-4603-b08a-cfa5a0d1c1f6,THY544,TK544,LTAI,UUEE,UUBC,HISA1F HISAR UW77 BAG UW71 CRM UG901 BALUM G901 LEKPI L91 KANON T748 RINGU N50 OLOPI OLOP1J,Airbus A330-900neo Turkish Airlines,Headwind_A330neo,TC-LOB,A339,Heavy,2742.03873,Completed,2022-08-13T11:50:01.764,2022-08-13T13:50:37.764,7236,7236,6741.999,6741.999,19687.8655,12000,11030,244,19880,36000,2022-08-13T11:43:44.856098,13/08/2022,22:43:44,Sat,13/08/2022 22:43:44,TR,Antalya,RU,Moscow,W,AYT,SVO
a3b1c3a2-9209-4c17-a17c-b6a8944dd62c,IAD741,I5741,VOMM,VABB,VASU,DOHIA DOLKI Q8 AGELA MOLG2A,Airbus A320 Neo (A32NX) AirAsia India,FlyByWire_A320_NEO,VT-ATE,A20N,Medium,1127.1103,Completed,2022-09-07T08:10:40.425,2022-09-07T09:47:22.425,5802,5802,5301,5301,3364.98837,7800,5613,145,7617,33000,2022-09-07T08:08:06.604448,07/09/2022,19:08:06,Wed,07/09/2022 19:08:06,IN,Chennai,IN,Mumbai,U,MAA,BOM
264f753f-916b-435e-b3c6-cf74dcd8c9e9,GIA471,GA471,WADD,WICC,WICA,DCT SBR M766 KIDET W16S CA CA1B,PMDG 737-800 Garuda Indonesia (PK-GFK),PMDG 737-800,PK-GFK,B738,Medium,1021.57843,Completed,2022-08-28T09:04:34.862,2022-08-28T10:36:21.856,5506.994,5506.994,5022.003,5022.003,3927.83554,6900,4838,121,7019,34000,2022-08-28T09:01:33.502641,28/08/2022,20:01:33,Sun,28/08/2022 20:01:33,ID,Denpasar,ID,Bandung,F,DPS,BDO
23bab649-b480-4c9a-b57e-8c7797ff677e,RAF1,RAF1,LHBP,EGPF,EGCC,GILE2R GILEP DCT ZOLKU DCT ABETI DCT SNU DCT RENKA DCT MAMOR DCT ADKUV DCT SOGRI DCT DENUT L608 LOGAN L980 WESUL M14 STOAT L613 HALIF UN590 APPLE APLE1G,Airbus A330-900neo RAF Voyager,Headwind_A330neo,ZZ336,A339,Heavy,2076.97641,Completed,2022-08-29T05:06:40.749,2022-08-29T07:29:07.749,8547,8547,8271.999,8271.999,15466.4658,11700,9909,60,9200,37000,2022-08-29T05:04:25.538424,29/08/2022,16:04:25,Mon,29/08/2022 16:04:25,HU,Budapest,GB,"Paisley, Renfrewshire",U,BUD,GLA
04009888-a891-4c80-afbb-c3fc56f4a11d,GIA102,GA102,WIII,WSSS,WMKK,DOLT2B DOLTA W12 PLB G579 REPOV REPO1A,PMDG 737-800 Garuda Indonesia (PK-GFQ),PMDG 737-800,PK-GFQ,B738,Medium,931.281317,Completed,2022-10-31T03:18:24.749,2022-10-31T04:49:10.734,5445.985,5445.985,4769.998,4769.998,3879.06469,6900,5014,131,5268,36000,2022-10-31T03:15:20.400421,31/10/2022,14:15:20,Mon,31/10/2022 14:15:20,ID,Jakarta,SG,Singapore,H,CGK,SIN
a5214634-86d1-40ea-b4cd-a64301915a26,BTK193,ID193,WAHI,WIMM,WIDD,CLP2G CLP W17 BND DCT HLM B469 BIKAL W12E PLB A585 PKU W12 MEDIA MEDI2C,FBW Batik Air PK-BDF,FlyByWire_A320_NEO,PK-BDF,A20N,Medium,1910.02772,Completed,2023-02-22T00:38:17.517,2023-02-22T03:10:12.516,9114.999,9114.999,8434.999,8434.999,5028.03208,10800,8824,136,3693,36000,2023-02-22T00:33:42.761779,22/02/2023,11:33:42,Wed,22/02/2023 11:33:42,ID,Yogyakarta,ID,Bandara Kuala Namu,H,YIA,KNO
c5073972-6861-4438-ad4d-1f75c3a0ecf7,SVA6A,SV6A,OERK,LLBG,OSDI,METN1K METNI V169 LABIS T503 TAMRO N318 VELAL G669 ASH G662 GRY N318 QAA01 A412 OSAMA N134 SALAM SALA3E,PMDG 737-900ER Saudi Arabia - Ministry of Finance (HZ-MF6  2010),PMDG 737-900ER,HZ-MF6,B739,Medium,1593.78055,Completed,2023-04-10T10:29:03.071,2023-04-10T12:30:48.073,7305.002,7305.002,6805.001,6805.001,5974.16276,9600,8123,80,3496,37000,2023-04-10T10:18:33.852197,10/04/2023,21:18:33,Mon,10/04/2023 21:18:33,SA,Riyadh,IL,Tel Aviv,U,RUH,TLV
591f844d-c033-4dad-91a2-a28efc68ec0b,IDAF01,IDAF01,WIHH,WITT,WMKL,DCT TULIP M766 TKG W11 MKB W19 MOSOL MOSO2D,PMDG 737-800 Indonesia Air Force (A-001 | 2021),PMDG 737-800BBJ2,A-001,B737,Medium,28.4003193,Completed,2022-11-06T07:48:59.698,2022-11-06T07:55:54.698,415,415,255,255,587.269887,11100,9121,40,2998,39000,2022-11-06T07:38:43.6753,06/11/2022,18:38:43,Sun,06/11/2022 18:38:43,ID,Jakarta,ID,Banda Aceh,H,HLP,BTJ
2b5db4f9-0ed8-433b-be91-d3c7e4d25ac2,ANZ825,NZ825,NZQN,YSSY,YSCB,IPNO4D IPNOR DCT ADKOS P766 TONIM DCT RIKNI N774 MARLN MARLN5,Airbus A321Neo Air New Zealand2,aircrafta321neopw,ZK-NNA,A21N,Medium,2097.23767,Completed,2022-10-05T00:26:17.795,2022-10-05T03:15:11.781,10133.986,10133.986,9650.999,9650.999,6018.55884,12300,10356,0,15500,36000,2022-10-05T00:22:22.281889,05/10/2022,11:22:22,Wed,05/10/2022 11:22:22,NZ,Queenstown,AU,Sydney,U,ZQN,SYD
e23e0e78-ee98-4e30-b3ef-e02f03823f60,SIA381,SQ381,RPVM,WSSS,WMKD,ALDI4P ALDIN G578 ZAM A341 VSN W461 BRU M646 TOMAN KART1B,PMDG 737-800 Singapore Airlines [9V-MGA],PMDG 737-800,9V-MGA,B737,Medium,2638.44263,Completed,2022-09-06T21:58:27.498,2022-09-07T00:48:28.498,10201,10201,9507,9507,8333.1139,13800,11648,140,6493,36000,2022-09-06T21:54:16.736589,07/09/2022,08:54:16,Wed,07/09/2022 08:54:16,PH,Lapu-Lapu City,SG,Singapore,U,CEB,SIN
e1440b99-eeeb-4578-aa35-aa7aaf4278dc,IDAF17,IDAF17,WARR,WMKK,WSSS,RAMP2F RAMPY M635 TPG A464 SJ G579 VJB A457 GUPTA PONO1B,PMDG 737-800 Indonesia Air Force (A-7308 | 2016),PMDG 737-800,A-7308,B738,Medium,1810.70144,Completed,2022-11-10T01:47:44.852,2022-11-10T04:13:17.852,8733,8733,8206.001,8206.001,6032.76291,10200,8692,80,4996,37000,2022-11-10T01:43:52.583249,10/11/2022,12:43:52,Thu,10/11/2022 12:43:52,ID,Surabaya,MY,Sepang,H,SUB,KUL
9ab2d4c6-2da6-412f-aef6-b9ac6520762c,ANA263,NH263,RJAA,RKSI,RKTN,TETRA8 ENPAR Y16 SAPRA Y685 GUKDO GUKD1N,Boeing 787-10 ANA,Asobo_B787_10,JA900A,B78X,Heavy,1437.76763,Completed,2022-10-01T21:16:30.797,2022-10-01T23:17:00.785,7229.988,7229.988,6789,6789,13202.8185,8700,7753,0,52000,38000,2022-10-01T21:13:53.967357,02/10/2022,08:13:53,Sun,02/10/2022 08:13:53,JP,Narita,KR,Seoul,F,NRT,ICN